V91,X2.1...What.is.your.country.of.citizenship.,X2.4...How.old.are.you.,X2.6...What.is.your.current.marital.status.,X2.7...What.is.your.level.of.education....Selected.Choice,X2.8..Please.name.your.college.university,X2.9...When.did.you.begin.your.program....Year,X2.10...What.is.your.major.,X2.11...Do.you.work.a.part.time.job.during.your.study.in.Turkey.,X3.1...What.type.of.school.did.you.attend....Selected.Choice,X5.3...Was.Turkey.your.first.choice.to.study.abroad.,X5.6...Did.your.current.university..in.Turkey..grant.you.a.scholarship.,X5.8...What.were.your.main.reasons.to.study.in.Turkey....I.saw.it.as.an.opportunity.to.explore.other.cultures,X5.8...What.were.your.main.reasons.to.study.in.Turkey....I.wanted.to.internationalize.myself,X5.8...What.were.your.main.reasons.to.study.in.Turkey....I.found.Turkey.economically.affordable,X5.8...What.were.your.main.reasons.to.study.in.Turkey....My.family.was.keen.of.Turkey.s.Islamic.culture,X5.9....What.factors.concerned.you..before.moving..to.study.in.Turkey....Difficulty.with.the.language,X5.9....What.factors.concerned.you..before.moving..to.study.in.Turkey....Wary.to.live.in.another.country,X5.9....What.factors.concerned.you..before.moving..to.study.in.Turkey....Concerned.to.leave.family,X5.9....What.factors.concerned.you..before.moving..to.study.in.Turkey....Concerned.to.get.visa,X5.9....What.factors.concerned.you..before.moving..to.study.in.Turkey....Not.enough.financial.means.to.study.abroad,X5.10...Would.you.like.to.live.abroad.after.your.studies.,X5.12...Do.you.intend.to.return.to.your.country.after.graduation.,X6.1...Did.you.need.financial.aid.to.study.abroad.,X6.3...Do.you.consider.your.study.abroad.as.an.adventure.in.a.new.country.,X8.1...How.many.times.did.you.return.to.your.country.during.your.last.academic.year.,X8.4...Regarding.your.social.life..which.statement.is.correct....I.mostly.socialize.with.Turkish.people,X8.4...Regarding.your.social.life..which.statement.is.correct....I.mainly.socialize.with.people.from.home.country,X8.4...Regarding.your.social.life..which.statement.is.correct....I.generally.socialize.with.other.foreign.students..Not.including.Turkish.or.home.country.,X8.5...How.would.you.scale.the.following.problems.while.studying.in.Turkey....Turkish.language,X8.5...How.would.you.scale.the.following.problems.while.studying.in.Turkey....Financial.barriers,X8.5...How.would.you.scale.the.following.problems.while.studying.in.Turkey....Getting.internships.jobs,X8.5...How.would.you.scale.the.following.problems.while.studying.in.Turkey....Quality.of.teaching,X8.5...How.would.you.scale.the.following.problems.while.studying.in.Turkey....Being.far.from.parents,X8.5...How.would.you.scale.the.following.problems.while.studying.in.Turkey....Health.services,X8.6...Are.you.satisfied.with.your.overall.experience.in.Turkey.
2.333333333,Iran,20,Never been married,Undergraduate,Middle East Technical University,2022,Computer Engineering,No,A public school,Yes,No,Very important,Very important,Moderately important,Moderately important,Not important,Moderately important,Moderately important,Not important,Very important,Yes,I do not intend to return,Yes,Yes,Never,Most of the time,Most of the time,About half the time,"Not problematic	","Sometimes problematic	",,"Not problematic	","Sometimes problematic	",,Somewhat satisfied
3.166666667,Afghanistan,26,Never been married,Undergraduate,Middle East Technical University,NA,Civil Engineering,No,A public school,No,No,,Moderately important,,Very important,Very important,Moderately important,Very important,Moderately important,Very important,Maybe,Undecided,Yes,Yes,Never,Most of the time,Most of the time,Sometimes,"Sometimes problematic	","Always problematic	","Sometimes problematic	","Sometimes problematic	","Not problematic	","Sometimes problematic	",Neither satisfied nor dissatisfied
NA,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.833333333,Pakistan,19,Never been married,Undergraduate,Karabuk University,2022,Electrical Engineering,No,A fee paying school,No,No,Moderately important,Moderately important,Very important,Moderately important,Very important,Moderately important,Very important,Very important,Not important,Yes,Undecided,Yes,Yes,Once,About half the time,About half the time,Most of the time,"Always problematic	","Sometimes problematic	","Always problematic	","Always problematic	","Always problematic	","Sometimes problematic	",Somewhat satisfied
NA,Pakistan,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Azerbaijan,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.166666667,Libyan Arab Jamahiriya,19,Never been married,Undergraduate,Middle East Technical University,2021,Physics,No,An international school,Yes,No,Not important,Not important,Very important,Moderately important,Moderately important,Not important,Not important,Not important,Moderately important,Yes,I do not intend to return,No,Yes,Never,Most of the time,Never,Sometimes,"Sometimes problematic	","Sometimes problematic	","Always problematic	","Sometimes problematic	","Not problematic	","Sometimes problematic	",Neither satisfied nor dissatisfied
2.5,Pakistan,21,Never been married,Undergraduate,Middle East Technical University,2020,Statistics,No,A fee paying school,No,No,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not important,Not important,Yes,I intend to return ,No,Yes,Once,Most of the time,Most of the time,Most of the time,"Always problematic	","Not problematic	","Always problematic	","Always problematic	","Not problematic	","Always problematic	",Somewhat satisfied
2.5,Pakistan,21,Never been married,Undergraduate,Middle East Technical University,2020,Petroleum Engineering,No,A fee paying school,Yes,No,Moderately important,Moderately important,Very important,Very important,Very important,Moderately important,Moderately important,Not important,Not important,Yes,Undecided,No,Yes,Once,Never,Always,Sometimes,"Always problematic	","Not problematic	","Always problematic	","Always problematic	","Always problematic	","Not problematic	",Somewhat satisfied
NA,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Afghanistan,20,Never been married,Undergraduate,Middle East Technical University,2020,Civil Engineering,No,A fee paying school,No,Yes,Not important,Very important,Very important,Not important,Not important,Not important,Very important,Moderately important,Moderately important,Maybe,I would return after a period of work,Yes,Yes,Never,Sometimes,About half the time,Always,,"Sometimes problematic	","Always problematic	","Sometimes problematic	","Sometimes problematic	","Always problematic	",Neither satisfied nor dissatisfied
2.166666667,Afghanistan,21,Never been married,Undergraduate,Sakarya University ,2021,Environmental Engineering,No,A public school,No,Yes,Very important,Very important,Not important,Moderately important,Not important,Moderately important,Very important,Not important,Not important,Maybe,I intend to return ,Yes,No,Once,Always,Always,Always,"Sometimes problematic	","Always problematic	",,"Sometimes problematic	",,"Not problematic	",Somewhat satisfied
1.666666667,Afghanistan,22,Widowed,Undergraduate,Gazi University,2020,Pharmacy Pharmaceutical Sciences And Administration,No,A public school,Yes,Yes,Very important,Very important,Not important,Not important,Not important,Moderately important,Very important,Moderately important,Very important,Maybe,Undecided,Yes,Yes,Once,About half the time,Most of the time,Always,"Sometimes problematic	",,,"Sometimes problematic	",,,Extremely satisfied
3.166666667,Iran,23,Never been married,Undergraduate,Middle East Technical University,2022,Physics,No,A fee paying school,No,No,Not important,Not important,Moderately important,Not important,Not important,Not important,Not important,Not important,Not important,No,Undecided,No,Yes,Never,Sometimes,Most of the time,Most of the time,"Sometimes problematic	","Sometimes problematic	","Always problematic	","Sometimes problematic	","Not problematic	","Sometimes problematic	",Neither satisfied nor dissatisfied
NA,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,Kenya,19,Never been married,Undergraduate,Middle East Technical University,2022,Civil Engineering,No,A public school,No,Yes,Moderately important,Moderately important,Moderately important,Moderately important,Very important,Moderately important,Moderately important,Moderately important,Moderately important,No,I intend to return ,No,Yes,Never,Never,Sometimes,Most of the time,"Always problematic	","Not problematic	",,"Sometimes problematic	","Not problematic	",,Somewhat dissatisfied
2.5,Malaysia,30,Never been married,Graduate,Ankara University,2018,International Relations,No,A public school,No,No,Very important,Moderately important,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Yes,I intend to return ,Yes,Yes,Once,Most of the time,Most of the time,Sometimes,"Sometimes problematic	","Always problematic	","Sometimes problematic	","Not problematic	",,"Not problematic	",Somewhat satisfied
3,Afghanistan,18,Never been married,Undergraduate,Inonu University,2022,Civil Engineering,No,An international school,No,No,Very important,,,Very important,Very important,,,,Moderately important,No,I intend to return ,Yes,Yes,Never,Sometimes,About half the time,Most of the time,"Sometimes problematic	","Not problematic	","Sometimes problematic	","Sometimes problematic	","Always problematic	","Not problematic	",Somewhat satisfied
3,Turkey,18,Never been married,Undergraduate,Middle East Technical University,2021,Metallurgical Engineering,No,A public school,No,No,Moderately important,Moderately important,Very important,Very important,Very important,Not important,Not important,Not important,Moderately important,Yes,I would return after a period of work,Yes,Yes,Never,About half the time,About half the time,About half the time,"Always problematic	","Sometimes problematic	","Always problematic	","Always problematic	","Not problematic	","Sometimes problematic	",Neither satisfied nor dissatisfied
NA,Iraq,20,Never been married,Undergraduate,Gazi University,2019,Pharmacy Pharmaceutical Sciences And Administration,No,A public school,Yes,No,Moderately important,Very important,Not important,Very important,Not important,Not important,Moderately important,Not important,Not important,Maybe,Undecided,Yes,Yes,Twice,About half the time,Sometimes,About half the time,,"Always problematic	","Always problematic	","Not problematic	","Always problematic	","Not problematic	",Somewhat satisfied
2.333333333,Yemen,23,Never been married,Undergraduate,Middle East Technical University,2020,Mathematics,Yes,A public school,No,No,,,,,Very important,Not important,Very important,Very important,Very important,Yes,Undecided,Yes,Yes,Never,Never,Sometimes,Most of the time,"Always problematic	","Always problematic	","Always problematic	","Always problematic	","Not problematic	","Always problematic	",Extremely dissatisfied
3,United Kingdom of Great Britain and Northern Ireland,19,Never been married,Undergraduate,Middle East Technical University,2022,Civil Engineering,No,A public school,Yes,No,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Yes,I intend to return ,Yes,Yes,Once,About half the time,Most of the time,Most of the time,"Sometimes problematic	","Not problematic	",,"Sometimes problematic	","Sometimes problematic	","Sometimes problematic	",Extremely satisfied
NA,Kyrgyzstan,20,Never been married,Undergraduate,Middle East Technical University,2021,Business Management And Administration,Yes,A public school,,,,,,,,,,,,,,,,,,,,,,,,,,
2.666666667,Bangladesh,21,Never been married,Undergraduate,Ataturk University,2022,Computer Engineering,No,A fee paying school,No,Yes,Very important,Very important,Moderately important,Not important,Very important,Very important,Very important,Moderately important,Very important,Maybe,I would return after a period of work,Yes,Yes,Never,Most of the time,Always,Most of the time,"Sometimes problematic	","Sometimes problematic	","Sometimes problematic	","Not problematic	","Always problematic	",,Somewhat satisfied
NA,Afghanistan,19,Never been married,Undergraduate,Cumhuriyet University ,2022,Economics,No,An international school,No,No,Moderately important,Very important,Moderately important,Not important,Not important,Not important,Not important,Not important,Very important,Maybe,Undecided,Yes,Yes,,,,,,,,,,,
NA,Egypt,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Bangladesh,34,Never been married,PHD,Gazi University,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Bangladesh,24,Married,Undergraduate,Marmara University ,2018,Engineering Technologies,Yes,A public school,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Bangladesh,24,Married,Graduate,Ege University,2022,Biology,No,A public school,No,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Azerbaijan,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Somalia,25,Never been married,Undergraduate,Middle East Technical University,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Iran,33,Never been married,PHD,Middle East Technical University,2012,Architecture,No,If other please specify,Yes,No,Moderately important,Moderately important,Very important,Not important,Moderately important,Not important,Moderately important,Not important,Very important,Yes,I do not intend to return,No,No,Twice,Never,Always,Most of the time,"Sometimes problematic	","Not problematic	",,"Sometimes problematic	","Sometimes problematic	","Sometimes problematic	",Extremely dissatisfied
NA,India,21,Never been married,Undergraduate,Middle East Technical University,2019,Civil Engineering,No,A fee paying school,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Egypt,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Azerbaijan,21,Never been married,Graduate,Middle East Technical University,2022,Mining And Mineral Engineering,No,An international school,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Azerbaijan,20,Never been married,Undergraduate,Middle East Technical University,2019,Petroleum Engineering,No,A fee paying school,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,
NA,Azerbaijan,18,Never been married,Undergraduate,Middle East Technical University,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Iran,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,India,19,Never been married,Undergraduate,Middle East Technical University,2020,Food Science,No,An international school,Yes,No,Very important,Very important,Very important,Very important,Very important,Moderately important,Very important,Not important,Not important,Yes,,,,,,,,,,,,,,
NA,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Azerbaijan,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Afghanistan,22,Never been married,Undergraduate,Ankara University,2019,Physics,No,A fee paying school,No,No,Moderately important,Moderately important,Not important,Moderately important,Not important,Moderately important,Moderately important,Moderately important,Not important,Yes,I intend to return ,Yes,Yes,Never,About half the time,Most of the time,Sometimes,,,"Not problematic	","Sometimes problematic	","Sometimes problematic	","Sometimes problematic	",Neither satisfied nor dissatisfied
3.166666667,Bangladesh,21,Never been married,Undergraduate,Middle East Technical University,2020,Statistics,No,A public school,No,Yes,Moderately important,Moderately important,Very important,Moderately important,Very important,Moderately important,Moderately important,Not important,Not important,Yes,I do not intend to return,No,Yes,Never,Sometimes,Sometimes,Most of the time,"Always problematic	",,"Not problematic	","Sometimes problematic	","Sometimes problematic	","Sometimes problematic	",Somewhat satisfied
NA,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.166666667,Afghanistan,19,Never been married,Graduate,Anadolu University,2022,Economics,Yes,An international school,Yes,Yes,Very important,Very important,Very important,Very important,Not important,Moderately important,Not important,Moderately important,Moderately important,Yes,I intend to return ,Yes,Yes,Never,Always,Always,Always,"Always problematic	","Always problematic	","Always problematic	","Always problematic	","Always problematic	","Always problematic	",Extremely satisfied
NA,India,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Pakistan,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Pakistan,19,Never been married,Undergraduate,TED University,2022,Architecture,Yes,A fee paying school,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,
NA,Pakistan,20,Never been married,Undergraduate,Yasar University,2018,Computer Engineering,No,A public school,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Pakistan,20,Never been married,Undergraduate,Middle East Technical University,2021,Civil Engineering,No,A fee paying school,No,Yes,Not important,Moderately important,Very important,Not important,Very important,Not important,Not important,Not important,Moderately important,Yes,Undecided,,,,,,,,,,,,,
NA,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,India,20,Never been married,Undergraduate,Bahcesehir University ,NA,Criminology,No,A fee paying school,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Azerbaijan,20,Never been married,Undergraduate,Middle East Technical University,2020,Geological And Geophysical Engineering,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.333333333,Pakistan,21,Never been married,Undergraduate,Middle East Technical University,2020,Mechanical Engineering,No,A fee paying school,No,Yes,Moderately important,Moderately important,Very important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Yes,Undecided,No,Yes,Once,Sometimes,Most of the time,About half the time,"Sometimes problematic	","Sometimes problematic	","Sometimes problematic	","Not problematic	","Not problematic	","Sometimes problematic	",Neither satisfied nor dissatisfied
NA,Pakistan,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Angola,21,Never been married,Graduate,Kocaeli University ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Jordan,20,Never been married,Undergraduate,Middle East Technical University,2020,Industrial And Manufacturing Engineering,No,An international school,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Afghanistan,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Afghanistan,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Bahrain,22,Never been married,Undergraduate,Middle East Technical University,2021,Architecture,No,A public school,No,Yes,Moderately important,Moderately important,Very important,Moderately important,,,,,,,,,,,,,,,,,,,,
NA,Azerbaijan,19,Never been married,Undergraduate,Middle East Technical University,2020,Statistics,No,A public school,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Iran,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Kazakhstan,17,Never been married,Undergraduate,Middle East Technical University,2022,Statistics,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Afghanistan,21,Never been married,Undergraduate,Ankara University,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Afghanistan,19,Never been married,Undergraduate,Anadolu University,2022,Economics,Yes,An international school,No,Yes,Moderately important,Very important,Very important,Moderately important,Not important,Moderately important,Moderately important,Very important,Very important,Maybe,Undecided,Yes,Yes,Never,,,,,,,,,,
